type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added
Movie,A New York Christmas Wedding,Otoja Abit,United States,2020-11-05,2020,TV-MA,90 min,"Dramas, LGBTQ Movies, Romantic Movies",2020,November
Movie,A Night at the Roxbury,John Fortenberry,United States,2019-12-01,1998,PG-13,82 min,"Comedies, Cult Movies",2019,December
Movie,A Noble Intention,Joram Lürsen,Netherlands,2016-09-01,2015,TV-MA,111 min,"Dramas, International Movies",2016,September
Movie,A Patch of Fog,Michael Lennox,United Kingdom,2017-04-15,2015,TV-MA,92 min,"Dramas, Thrillers",2017,April
TV Show,A Perfect Crime,Unknown,Germany,2020-09-25,2020,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2020,September
Movie,A Perfect Ending,Nicole Conn,United States,2019-01-01,2012,TV-MA,110 min,"Dramas, Independent Movies, LGBTQ Movies",2019,January
Movie,A Perfect Man,Kees Van Oostrum,United States,2019-06-06,2013,R,94 min,"Dramas, Independent Movies, Romantic Movies",2019,June
Movie,A Plastic Ocean,Unknown,"United Kingdom, Hong Kong",2019-10-04,2016,TV-14,100 min,Documentaries,2019,October
Movie,A Princess for Christmas,Michael Damian,United States,2020-08-28,2011,TV-PG,91 min,"Children & Family Movies, Dramas, Romantic Movies",2020,August
TV Show,A Queen Is Born,Carla Barros,Brazil,2020-11-11,2020,TV-14,1 Season,"International TV Shows, Reality TV",2020,November
Movie,A Remarkable Tale,Marina Seresesky,Spain,2019-11-01,2019,TV-MA,94 min,"Comedies, International Movies",2019,November
Movie,A Russell Peters Christmas,Henry Sarwer-Foner,Canada,2013-11-01,2011,NR,44 min,Stand-Up Comedy,2013,November
Movie,A Scandall,Ishaan Trivedi,India,2017-10-15,2016,TV-MA,108 min,"International Movies, Thrillers",2017,October
Movie,A Second Chance,Cathy Garcia-Molina,Philippines,2019-02-27,2015,TV-MA,130 min,"Dramas, International Movies, Romantic Movies",2019,February
Movie,A Secret Love,Chris Bolan,United States,2020-04-29,2020,TV-14,83 min,"Documentaries, LGBTQ Movies",2020,April
Movie,A Separation,Asghar Farhadi,"Iran, France",2019-03-16,2011,PG-13,123 min,"Dramas, International Movies",2019,March
TV Show,A Series of Unfortunate Events,Unknown,United States,2019-01-01,2019,TV-PG,3 Seasons,"Kids' TV, TV Action & Adventure, TV Comedies",2019,January
Movie,A Serious Man,"Ethan Coen, Joel Coen","United States, United Kingdom, France",2018-01-16,2009,R,106 min,"Comedies, Independent Movies",2018,January
Movie,A Shaun the Sheep Movie: Farmageddon,"Richard Phelan, Will Becher","United Kingdom, France, Belgium, United States, China",2020-02-14,2020,G,87 min,"Children & Family Movies, Comedies",2020,February
Movie,A Silent Voice,Naoko Yamada,Japan,2019-06-05,2016,TV-14,130 min,"Anime Features, International Movies",2019,June
Movie,A Single Man,Tom Ford,United States,2019-11-11,2009,R,100 min,"Dramas, Independent Movies, LGBTQ Movies",2019,November
Movie,A Sort of Family,Diego Lerman,"Argentina, Brazil, France, Poland, Germany, Denmark",2018-04-01,2017,TV-14,96 min,"Dramas, International Movies, Thrillers",2018,April
Movie,A Sort of Homecoming,Maria Burton,United States,2017-08-01,2015,TV-PG,89 min,"Dramas, Independent Movies",2017,August
Movie,A Stoning in Fulham County,Larry Elikann,United States,2011-10-01,1988,TV-14,95 min,Dramas,2011,October
Movie,A StoryBots Christmas,"Evan Spiridellis, Jeff Gill",United States,2017-12-01,2017,TV-Y,26 min,"Children & Family Movies, Comedies",2017,December
Movie,A Sun,Chung Mong-hong,Taiwan,2020-01-24,2019,TV-MA,156 min,"Dramas, Independent Movies, International Movies",2020,January
TV Show,A Taiwanese Tale of Two Cities,Unknown,Taiwan,2019-01-27,2018,TV-MA,1 Season,"International TV Shows, TV Dramas",2019,January
Movie,A Tale of Love and Darkness,Natalie Portman,"Israel, United States",2019-10-25,2015,PG-13,98 min,"Dramas, International Movies",2019,October
Movie,A Tale of Two Kitchens,Trisha Ziff,"United States, Mexico",2019-05-22,2019,TV-PG,30 min,"Documentaries, International Movies",2019,May
Movie,A Thin Line Between Love & Hate,Martin Lawrence,United States,2020-12-01,1996,R,108 min,"Comedies, Romantic Movies",2020,December
TV Show,A Thousand Goodnights,Unknown,Taiwan,2019-06-01,2019,TV-14,1 Season,"International TV Shows, TV Dramas",2019,June
Movie,A Thousand Words,Brian Robbins,United States,2020-07-01,2012,PG-13,92 min,Comedies,2020,July
TV Show,A Touch of Green,Unknown,Taiwan,2020-07-01,2016,TV-MA,1 Season,"International TV Shows, TV Dramas",2020,July
Movie,A Trash Truck Christmas,Eddie Rosas,Unknown,2020-12-11,2020,TV-Y,28 min,Children & Family Movies,2020,December
Movie,A Trip to Jamaica,Robert O. Peters,Nigeria,2019-12-13,2016,TV-MA,99 min,"Comedies, International Movies",2019,December
Movie,A truthful Mother,Ravishankar Venkateswaran,India,2020-03-31,2020,TV-Y7,85 min,Children & Family Movies,2020,March
Movie,A Twelve Year Night,Álvaro Brechner,"Uruguay, Argentina, Spain",2018-12-28,2018,TV-MA,122 min,"Dramas, International Movies",2018,December
Movie,A Very Country Christmas,Justin G. Dyck,"United States, Canada",2020-11-15,2017,TV-G,84 min,"Music & Musicals, Romantic Movies",2020,November
Movie,A Very Murray Christmas,Sofia Coppola,United States,2015-12-04,2015,TV-14,57 min,"Comedies, Music & Musicals",2015,December
TV Show,A Very Secret Service,Unknown,France,2018-07-30,2018,TV-MA,2 Seasons,"International TV Shows, TV Comedies",2018,July
Movie,A Very Special Love,Cathy Garcia-Molina,Philippines,2020-11-12,2008,TV-G,107 min,"International Movies, Romantic Movies",2020,November
Movie,A Walk to Remember,Adam Shankman,United States,2020-07-01,2002,PG,102 min,"Dramas, Romantic Movies",2020,July
Movie,A Wednesday,Neeraj Pandey,India,2018-11-01,2008,TV-MA,103 min,"Action & Adventure, Dramas, International Movies",2018,November
Movie,A Week in Watts,Gregory Caruso,United States,2018-02-19,2017,TV-14,91 min,Documentaries,2018,February
Movie,A Whisker Away,"Junichi Sato, Tomotaka Shibayama",Japan,2020-06-18,2020,TV-PG,104 min,"Anime Features, Children & Family Movies, International Movies",2020,June
Movie,A Witches' Ball,Justin G. Dyck,Canada,2018-10-01,2017,PG,91 min,Children & Family Movies,2018,October
Movie,A Wrinkle in Time,Ava DuVernay,United States,2018-09-25,2018,PG,110 min,Children & Family Movies,2018,September
TV Show,A Year In Space,Unknown,United States,2019-11-01,2015,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",2019,November
Movie,A Yellow Bird,K. Rajagopal,"Singapore, France",2017-05-01,2016,TV-MA,111 min,"Dramas, Independent Movies, International Movies",2017,May
TV Show,A.D. Kingdom and Empire,Unknown,United States,2017-12-15,2015,TV-14,1 Season,TV Dramas,2017,December
TV Show,A.I.C.O.,Kazuya Murata,Japan,2018-03-09,2018,TV-14,1 Season,"Anime Series, International TV Shows",2018,March
Movie,A.M.I.,Rusty Nixon,Canada,2020-10-01,2019,TV-MA,77 min,Horror Movies,2020,October
Movie,A.X.L.,Oliver Daly,United States,2019-03-20,2018,PG,99 min,"Action & Adventure, Children & Family Movies, Independent Movies",2019,March
Movie,Aşk Tesadüfleri Sever,Ömer Faruk Sorak,Turkey,2018-04-04,2011,TV-MA,122 min,"Dramas, International Movies, Romantic Movies",2018,April
Movie,Aadu 2,Midhun Manuel Thomas,India,2018-05-15,2017,TV-MA,150 min,"Comedies, International Movies",2018,May
Movie,Aagey Se Right,Indrajit Nattoji,India,2018-11-01,2009,TV-14,117 min,"Comedies, International Movies, Music & Musicals",2018,November
Movie,Aajcha Divas Majha,Chandrakant Kulkarni,India,2018-01-01,2013,TV-PG,126 min,"Comedies, Dramas, International Movies",2018,January
Movie,Aakhri Adaalat,Rajiv Mehra,India,2017-09-01,1988,TV-14,148 min,"Action & Adventure, International Movies",2017,September
Movie,Aalorukkam,V C Abhilash,India,2018-11-15,2018,TV-PG,122 min,"Dramas, Independent Movies, International Movies",2018,November
Movie,Aamir,Raj Kumar Gupta,India,2018-11-01,2008,TV-14,95 min,"International Movies, Thrillers",2018,November
Movie,Aapla Manus,Satish Rajwade,India,2020-09-10,2018,TV-14,133 min,"Dramas, International Movies, Thrillers",2020,September
Movie,Aarakshan,Prakash Jha,India,2019-12-31,2011,TV-14,164 min,"Dramas, International Movies",2019,December
Movie,Aashayein,Nagesh Kukunoor,India,2017-10-22,2010,TV-14,115 min,"Dramas, International Movies",2017,October
Movie,Aashik Awara,Umesh Mehra,India,2017-06-01,1993,TV-14,154 min,"Dramas, International Movies, Music & Musicals",2017,June
Movie,Aata Pita,Uttung Shelar,India,2018-01-01,2010,TV-14,133 min,"Comedies, Dramas, International Movies",2018,January
Movie,Aaviri,Ravi Babu,India,2019-12-31,2019,TV-14,110 min,"Horror Movies, International Movies, Thrillers",2019,December
TV Show,Abby Hatcher,Kyran Kelly,"United States, Canada",2020-07-01,2019,TV-Y,1 Season,Kids' TV,2020,July
Movie,Abby Sen,Atanu Ghosh,India,2017-05-01,2015,TV-PG,127 min,"Comedies, Dramas, International Movies",2017,May
Movie,ABCD 2,Remo D'Souza,India,2018-11-01,2015,TV-14,146 min,"Dramas, International Movies, Music & Musicals",2018,November
Movie,ABCD: Any Body Can Dance,Remo D'Souza,India,2018-11-01,2013,TV-14,136 min,"Dramas, International Movies",2018,November
Movie,Abdo Mota,Unknown,Egypt,2019-04-19,2012,TV-MA,100 min,"Action & Adventure, Dramas, International Movies",2019,April
Movie,Abducted in Plain Sight,Skye Borgman,United States,2019-01-15,2017,TV-14,90 min,Documentaries,2019,January
Movie,"Abdullah, The Final Witness",Hashim Nadeem Khan,Pakistan,2019-01-15,2016,TV-14,88 min,"Dramas, International Movies",2019,January
Movie,Abhinetri,A. L. Vijay,India,2018-05-01,2016,TV-14,131 min,"Comedies, International Movies, Sci-Fi & Fantasy",2018,May
Movie,Abominable Christmas,Chad Van De Keere,United States,2016-02-18,2012,TV-Y7,44 min,"Children & Family Movies, Comedies",2016,February
Movie,About a Boy,"Chris Weitz, Paul Weitz","United Kingdom, United States, France, Germany",2019-02-01,2002,PG-13,101 min,"Comedies, Dramas, International Movies",2019,February
Movie,About Time,Richard Curtis,United Kingdom,2019-04-16,2013,R,123 min,"Comedies, Dramas, International Movies",2019,April
TV Show,Abstract: The Art of Design,Unknown,United States,2019-09-25,2019,TV-14,2 Seasons,Docuseries,2019,September
TV Show,Absurd Planet,Unknown,United States,2020-04-22,2020,TV-PG,1 Season,"Docuseries, Science & Nature TV, TV Comedies",2020,April
TV Show,Abyss,Unknown,South Korea,2019-05-07,2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",2019,May
Movie,Abzurdah,Daniela Goggi,Argentina,2016-08-25,2015,TV-MA,90 min,"Dramas, International Movies",2016,August
Movie,Acapulco La vida va,Alfonso Serrano Maturino,Mexico,2017-06-03,2016,TV-MA,89 min,"Comedies, Dramas, International Movies",2017,June
Movie,Accident,Cheang Pou Soi,Hong Kong,2018-12-01,2009,TV-MA,87 min,"International Movies, Thrillers",2018,December
TV Show,Accidentally in Love,Unknown,China,2018-10-19,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2018,October
Movie,Across Grace Alley,Ralph Macchio,United States,2016-12-01,2013,TV-PG,24 min,Dramas,2016,December
Movie,Across The Line,Julien Christian Lutz,Canada,2019-04-01,2015,TV-MA,88 min,"Dramas, Sports Movies",2019,April
Movie,Across the Universe,Julie Taymor,"United States, United Kingdom",2019-01-01,2007,PG-13,133 min,"Dramas, Music & Musicals, Romantic Movies",2019,January
Movie,Act of Valor,"Mike McCoy, Scott Waugh",United States,2020-06-01,2012,R,110 min,Action & Adventure,2020,June
Movie,Act of Vengeance,Mahsun Kırmızıgül,"Turkey, United States",2018-09-29,2010,NR,112 min,"Action & Adventure, International Movies",2018,September
Movie,Action Replayy,Vipul Amrutlal Shah,India,2020-05-11,2010,TV-PG,129 min,"Children & Family Movies, Comedies, International Movies",2020,May
Movie,Acts of Vengeance,Isaac Florentine,"Bulgaria, United States",2018-01-25,2017,R,87 min,"Action & Adventure, International Movies",2018,January
Movie,Acts of Violence,Brett Donowho,Canada,2020-08-01,2018,R,87 min,Action & Adventure,2020,August
TV Show,Ad Vitam,Unknown,France,2019-11-01,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2019,November
Movie,Adú,Salvador Calvo,Spain,2020-07-01,2020,TV-MA,120 min,"Dramas, International Movies",2020,July
Movie,Adam Devine: Best Time of Our Lives,Jay Karas,United States,2019-06-18,2019,TV-MA,59 min,Stand-Up Comedy,2019,June
TV Show,Adam Ruins Everything,Unknown,United States,2018-09-30,2018,TV-14,1 Season,TV Comedies,2018,September
Movie,ADAM SANDLER 100% FRESH,Steve Brill,United States,2018-10-23,2018,TV-MA,74 min,Stand-Up Comedy,2018,October
Movie,Adam: His Song Continues,Robert Markowitz,United States,2011-10-01,1986,TV-MA,96 min,Dramas,2011,October
Movie,Addicted to Life,Thierry Donard,France,2020-06-12,2014,TV-14,91 min,"Action & Adventure, Documentaries, International Movies",2020,June
Movie,Adel Karam: Live from Beirut,Unknown,United States,2018-03-01,2018,TV-MA,59 min,Stand-Up Comedy,2018,March
Movie,Adhugo,Unknown,India,2019-01-15,2018,TV-14,105 min,"Comedies, International Movies, Thrillers",2019,January
Movie,Aditi Mittal: Things They Wouldn't Let Me Say,Fazila Allana,India,2017-07-18,2017,TV-MA,63 min,Stand-Up Comedy,2017,July
Movie,Adore,Anne Fontaine,"Australia, France",2019-11-20,2013,R,111 min,"Dramas, Independent Movies, International Movies",2019,November
Movie,Adrift,Baltasar Kormákur,"Hong Kong, Iceland, United States",2020-09-01,2018,PG-13,96 min,"Action & Adventure, Dramas, Romantic Movies",2020,September
Movie,Adrishya,Sandeep Chatterjee,India,2019-12-31,2017,TV-14,99 min,"Horror Movies, Independent Movies, International Movies",2019,December
Movie,Advantageous,Jennifer Phang,United States,2015-06-23,2015,TV-MA,92 min,"Dramas, Independent Movies, Sci-Fi & Fantasy",2015,June
Movie,Adventures in Public School,Kyle Rideout,"Canada, United States",2018-08-15,2018,NR,86 min,Comedies,2018,August
Movie,Aerials,S.A. Zaidi,United Arab Emirates,2020-05-07,2016,TV-14,90 min,"International Movies, Sci-Fi & Fantasy",2020,May
TV Show,Afflicted,Unknown,United States,2018-08-10,2018,TV-MA,1 Season,"Docuseries, Reality TV, Science & Nature TV",2018,August
Movie,Afonso Padilha: Classless,"Junior Carelli, Rudge Campos",Brazil,2020-09-03,2020,TV-MA,63 min,Stand-Up Comedy,2020,September
TV Show,Africa,Unknown,United Kingdom,2016-04-28,2013,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",2016,April
TV Show,Afronta! Facing It!,Juliana Vicente,Brazil,2020-10-31,2017,TV-PG,1 Season,"Docuseries, International TV Shows",2020,October
Movie,After,Jenny Gage,United States,2019-10-09,2019,PG-13,106 min,"Dramas, Romantic Movies",2019,October
TV Show,After Life,Unknown,United Kingdom,2020-04-24,2020,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",2020,April
Movie,After Maria,Nadia Hallgren,United States,2019-05-24,2019,TV-PG,38 min,Documentaries,2019,May
Movie,After Porn Ends,Bryce Wagoner,United States,2019-05-27,2012,NR,93 min,Documentaries,2019,May
Movie,After Porn Ends 3,Brittany Andrews,United States,2018-12-30,2018,TV-MA,87 min,Documentaries,2018,December
Movie,After the Raid,Rodrigo Reyes,"United States, Mexico",2019-12-19,2019,TV-PG,25 min,"Documentaries, International Movies",2019,December
Movie,After We Collided,Roger Kumble,United States,2020-12-22,2020,R,105 min,"Dramas, Romantic Movies",2020,December
Movie,Aftermath,Elliott Lester,"United Kingdom, United States",2020-03-15,2017,R,94 min,Dramas,2020,March
Movie,Afterschool,Antonio Campos,United States,2020-08-13,2008,TV-MA,107 min,"Dramas, Independent Movies",2020,August
Movie,Aftershock,Nicolás López,"United States, Chile",2018-03-07,2012,R,89 min,"Action & Adventure, Horror Movies",2018,March
TV Show,Against the Tide,Unknown,Singapore,2017-07-01,2014,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2017,July
Movie,Agatha and the Truth of Murder,Terry Loane,United Kingdom,2019-01-31,2018,TV-MA,92 min,Dramas,2019,January
TV Show,Age Gap Love,Unknown,United Kingdom,2019-07-12,2017,TV-MA,1 Season,"British TV Shows, Reality TV, Romantic TV Shows",2019,July
TV Show,Age of Glory,Unknown,Unknown,2017-08-14,2010,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas",2017,August
TV Show,Age of Rebellion,Peter Ho,Taiwan,2018-09-01,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2018,September
TV Show,Age of Tanks,Unknown,"Germany, France, Russia",2018-11-10,2017,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",2018,November
TV Show,Agent,Unknown,"Mauritius, South Africa",2019-12-20,2019,TV-MA,1 Season,"International TV Shows, TV Dramas",2019,December
TV Show,Agent Raghav,Unknown,India,2017-04-15,2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",2017,April
TV Show,Aggretsuko,Unknown,Japan,2020-08-27,2020,TV-14,3 Seasons,"Anime Series, International TV Shows",2020,August
Movie,Aggretsuko: We Wish You a Metal Christmas,Rarecho,Japan,2018-12-20,2018,TV-PG,22 min,Movies,2018,December
Movie,Agneepath,Mukul Anand,India,2020-04-01,1990,TV-14,174 min,"Dramas, International Movies",2020,April
Movie,Agustín Aristarán: Soy Rada,Mariano Baez,Argentina,2018-02-16,2018,TV-MA,60 min,Stand-Up Comedy,2018,February
Movie,Agyaat,Ram Gopal Varma,India,2018-10-01,2009,TV-14,97 min,"Horror Movies, International Movies",2018,October
Movie,Ahista Ahista,Shivam Nair,India,2019-12-31,2006,TV-14,122 min,"Dramas, International Movies, Romantic Movies",2019,December
Movie,Ai Weiwei: Never Sorry,Alison Klayman,United States,2018-03-01,2012,R,91 min,Documentaries,2018,March
TV Show,Ainori Love Wagon: African Journey,Unknown,Japan,2020-01-30,2019,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",2020,January
TV Show,Ainori Love Wagon: Asian Journey,Unknown,Japan,2019-03-28,2018,TV-MA,2 Seasons,"International TV Shows, Reality TV, Romantic TV Shows",2019,March
TV Show,Ainsley Eats the Streets,Unknown,United Kingdom,2019-07-12,2014,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",2019,July
Movie,Ainu Mosir,Takeshi Fukunaga,"United States, Japan",2020-11-17,2020,TV-PG,84 min,"Dramas, International Movies",2020,November
